event,RMSE,MSE,MAE,WAE,time
uNeuroOne_rminer::fit_none_17,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_rminer::fit_none_18,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_rminer::fit_none_19,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_20,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_validann::ann_BFGS_01,0.283,0.0801,0.2313,0.5675,0.06
uNeuroOne_validann::ann_BFGS_02,0.283,0.0801,0.2313,0.5675,0.04
uNeuroOne_validann::ann_BFGS_03,0.283,0.0801,0.2313,0.5675,0.05
uNeuroOne_validann::ann_BFGS_04,0.283,0.0801,0.2313,0.5675,0.06
uNeuroOne_validann::ann_BFGS_05,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_BFGS_06,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_BFGS_07,0.283,0.0801,0.2313,0.5675,0.06
uNeuroOne_validann::ann_BFGS_08,0.283,0.0801,0.2313,0.5675,0.05
uNeuroOne_validann::ann_BFGS_09,0.283,0.0801,0.2314,0.5667,0.03
uNeuroOne_validann::ann_BFGS_10,0.283,0.0801,0.2313,0.5675,0.05
uNeuroOne_validann::ann_BFGS_11,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_BFGS_12,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_BFGS_13,0.283,0.0801,0.2313,0.5675,0.07
uNeuroOne_validann::ann_BFGS_14,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_BFGS_15,0.283,0.0801,0.2313,0.5674,0.05
uNeuroOne_validann::ann_BFGS_16,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_BFGS_17,0.283,0.0801,0.2313,0.5675,0.04
uNeuroOne_validann::ann_BFGS_18,0.283,0.0801,0.2313,0.5675,0.13
uNeuroOne_validann::ann_BFGS_19,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_BFGS_20,0.283,0.0801,0.2313,0.5675,0.12
uNeuroOne_validann::ann_L-BFGS-B_01,0.283,0.0801,0.2313,0.5675,0.13
uNeuroOne_validann::ann_L-BFGS-B_02,0.283,0.0801,0.2313,0.5676,0.1
uNeuroOne_validann::ann_L-BFGS-B_03,0.283,0.0801,0.2313,0.5675,0.16
uNeuroOne_validann::ann_L-BFGS-B_04,0.6159,0.3794,0.5029,1.4794,0.11
uNeuroOne_validann::ann_L-BFGS-B_05,0.283,0.0801,0.2313,0.5675,0.14
uNeuroOne_validann::ann_L-BFGS-B_06,0.283,0.0801,0.2313,0.5675,0.16
uNeuroOne_validann::ann_L-BFGS-B_07,0.283,0.0801,0.2313,0.5675,0.06
uNeuroOne_validann::ann_L-BFGS-B_08,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_L-BFGS-B_09,0.283,0.0801,0.2313,0.5674,0.14
uNeuroOne_validann::ann_L-BFGS-B_10,0.283,0.0801,0.2313,0.5673,0.1
uNeuroOne_validann::ann_L-BFGS-B_11,0.283,0.0801,0.2313,0.5675,0.19
uNeuroOne_validann::ann_L-BFGS-B_12,0.283,0.0801,0.2313,0.5674,0.1
uNeuroOne_validann::ann_L-BFGS-B_13,0.283,0.0801,0.2313,0.5675,0.09
uNeuroOne_validann::ann_L-BFGS-B_14,0.283,0.0801,0.2313,0.5675,0.13
uNeuroOne_validann::ann_L-BFGS-B_15,0.283,0.0801,0.2313,0.5675,0.08
uNeuroOne_validann::ann_L-BFGS-B_16,0.283,0.0801,0.2313,0.5675,0.1
uNeuroOne_validann::ann_L-BFGS-B_17,0.283,0.0801,0.2313,0.5675,0.11
uNeuroOne_validann::ann_L-BFGS-B_18,0.283,0.0801,0.2313,0.5675,0.24
uNeuroOne_validann::ann_L-BFGS-B_19,0.283,0.0801,0.2313,0.5675,0.09
uNeuroOne_validann::ann_L-BFGS-B_20,0.283,0.0801,0.2313,0.5675,0.14
